"","id","title","prediction_score"
"70",755,"From Dusk Till Dawn",0
"71",11859,"Fair Game",0
"72",28387,"Kicking and Screaming",0
"73",48750,"Les Miserables",0
"74",20927,"Bed of Roses",0
"75",36929,"Big Bully",0
"76",9102,"Screamers",0
"77",124626,"Nico Icon",0
"78",27526,"The Crossing Guard",0.1
"79",9623,"The Juror",0
"80",46785,"The White Balloon",0
"81",400,"Things to Do in Denver When You're Dead",0
"82",880,"Antonia's Line",0
"83",146599,"Once Upon a Time... When We Were Colored",0
"84",188588,"Last Summer in the Hamptons",0
"85",8447,"Angels and Insects",0
"86",10534,"White Squall",0
"87",17414,"Dunston Checks In",0
"88",13997,"Black Sheep",0
"89",2086,"Nick of Time",0
"90",61548,"The Journey of August King",0
"91",9095,"Mary Reilly",0
"92",12158,"Vampire in Brooklyn",0
"93",9283,"Beautiful Girls",0
"94",9208,"Broken Arrow",0
"95",40154,"A Midwinter's Tale",0
"96",406,"La Haine",0
"97",45549,"Shopping",0
"98",63076,"Heidi Fleiss: Hollywood Madam",0
"99",11062,"City Hall",0
"100",13685,"Bottle Rocket",0
"101",47475,"Mr. Wrong",0
"102",2045,"Unforgettable",0
"103",9614,"Happy Gilmore",0
"104",688,"The Bridges of Madison County",0
"105",11907,"Nobody Loves Me",0
"106",10874,"Muppet Treasure Island",0
"107",89333,"Catwalk",0
"108",96357,"Headless Body in Topless Bar",0
"109",197,"Braveheart",0
"110",103,"Taxi Driver",0
"111",33542,"Rumble in the Bronx",0
"112",43566,"Before and After",0
"113",71754,"Margaret's Museum",0
"114",43612,"Happiness Is in the Field",0
"115",51352,"Anne Frank Remembered",0
"116",16934,"The Young Poisoner's Handbook",0
"117",10324,"If Lucy Fell",0
"118",78406,"Steal Big Steal Little",0
"119",55731,"Race the Sun",0
"120",32119,"The Boys of St. Vincent",0
"121",11066,"Boomerang",0
"122",11104,"Chungking Express",0
"123",37975,"The Star Maker",0
"124",2074,"Flirting with Disaster",0
"125",27793,"The Neverending Story III: Escape from Fantasia",0
"126",44284,"The Silences of the Palace",0
"127",290157,"Jupiter's Wife",0
"128",110972,"Pie in the Sky",0
"129",32622,"Angela",0
"130",73067,"Frankie Starlight",0
"131",11863,"Jade",0
"132",55475,"Nueba Yol",0
"133",124636,"Sonic Outlaws",0
"134",9101,"Down Periscope",0
"135",123360,"From the Journals of Jean Seberg",0
"136",5757,"Man of the Year",0
"137",39428,"The Neon Bible",0
"138",124639,"Target",0
"139",9302,"Up Close & Personal",0
"140",11000,"The Birdcage",0
"141",249882,"Virgin Mary",0
"142",16388,"The Brothers McMullen",0
"143",9737,"Bad Boys",0
"144",30765,"The Amazing Panda Adventure",0
"145",10474,"The Basketball Diaries",0
"146",22279,"An Awfully Big Adventure",0
"147",30157,"Amateur",-0.1
"148",568,"Apollo 13",0.2
"149",11780,"Rob Roy",0
"150",34996,"The Addiction",0
"151",414,"Batman Forever",0
"152",649,"Belle de Jour",0
"153",1873,"Beyond Rangoon",0
"154",5894,"Blue in the Face",0
"155",1775,"Canadian Bacon",0
"156",8839,"Casper",0
"157",20649,"Clockers",0
"158",10329,"Congo",0
"159",8963,"Crimson Tide",0
"160",26564,"Crumb",0
"161",8068,"Desperado",0
"162",8512,"Devil in a Blue Dress",0
"163",1572,"Die Hard: With a Vengeance",0
"164",13552,"The Doom Generation",0
"165",259209,"Feast of July",0
"166",6520,"First Knight",0
"167",9073,"Free Willy 2 - The Adventure Home",0
"168",10428,"Hackers",0
"169",17447,"Jeffrey",0
"170",9886,"Johnny Mnemonic",0
"171",9482,"Judge Dredd",0
"172",19326,"Jury Duty",0
"173",9344,"Kids",0
"174",9071,"Living in Oblivion",0
"175",8973,"Lord of Illusions",0
"176",15730,"Love & Human Remains",0
"177",47608,"Mad Love",0
"178",2293,"Mallrats",0
"179",9070,"Mighty Morphin Power Rangers: The Movie",0
"180",68274,"Moonlight and Valentino",0
"181",48787,"Mute Witness",0
"182",34574,"Nadja",0
"183",1642,"The Net",0.4
"184",11472,"Nine Months",0
"185",36196,"Party Girl",0
"186",11980,"The Prophecy",0
"187",58372,"Reckless",0
"188",32646,"Safe",0
"189",10533,"The Scarlet Letter",0.5
"190",56088,"The Show",0
"191",10802,"Showgirls",0
"192",10149,"Smoke",0
"193",18402,"Something to Talk About",0
"194",9348,"Species",0
"195",139408,"The Stars Fell on Henrietta",0
"196",281,"Strange Days",0
"197",5967,"The Umbrellas of Cherbourg",0
"198",79593,"The Tie That Binds",0
"199",47939,"Three Wishes",0
"200",36834,"Total Eclipse",0
"201",9090,"To Wong Foo, Thanks for Everything! Julie Newmar",0
"202",3512,"Under Siege 2: Dark Territory",0
"203",52856,"Unstrung Heroes",0
"204",77350,"Unzipped",0
"205",9560,"A Walk in the Clouds",0
"206",9804,"Waterworld",0
"207",31611,"White Man's Burden",0
"208",65796,"Wild Bill",0
"209",49805,"The Browning Version",0
"210",26258,"Bushwhacked",0
"211",50797,"Burnt by the Sun",0
"212",19155,"Before the Rain",0
"213",76,"Before Sunrise",0
"214",11017,"Billy Madison",0
"215",37141,"The Babysitter",0
"216",9382,"Boys on the Side",0
"217",6715,"The Cure",0
"218",18256,"Castle Freak",0
"219",22625,"Circle of Friends",0
"220",2292,"Clerks",0
"221",1909,"Don Juan DeMarco",0
"222",8984,"Disclosure",0.5
"223",61813,"Dream Man",0
"224",4954,"Drop Zone",0
"225",62488,"Destiny Turns on the Radio",0
"226",10531,"Death and the Maiden",0
"227",11929,"Dolores Claiborne",0
"228",8467,"Dumb and Dumber",0
"229",10451,"Eat Drink Man Woman",0
"230",20156,"Exotica",0
"231",18395,"Exit to Eden",0
"232",522,"Ed Wood",0
"233",397,"French Kiss",0
"234",10525,"Forget Paris",0
"235",27985,"Far from Home: The Adventures of Yellow Dog",0
"236",15789,"A Goofy Movie",0
"237",27303,"Hideaway",0
"238",21183,"Fluke",0
"239",10954,"Farinelli",0
"240",47867,"Gordy",0
"241",43475,"Gumby: The Movie",0
"242",72031,"The Glass Shield",0
"243",14275,"Hoop Dreams",0
"244",1024,"Heavenly Creatures",0
"245",17207,"Houseguest",0
"246",13701,"Immortal Beloved",0.5
"247",14819,"Heavyweights",0
"248",32631,"The Hunted",0
"249",11777,"I.Q.",0
"250",628,"Interview with the Vampire",0
"251",87729,"Jefferson in Paris",0
"252",18713,"The Jerky Boys",0
"253",6280,"Junior",0
"254",9061,"Just Cause",0
"255",37108,"A Kid in King Arthur's Court",0
"256",6071,"Kiss of Death",0
"257",9587,"Little Women",0
"258",19101,"A Little Princess",0
"259",49980,"Ladybird Ladybird",0
"260",17961,"L'Enfer",0
"261",18183,"Like Water for Chocolate",0
"262",4476,"Legends of the Fall",0
"263",11008,"Major Payne",0
"264",47504,"Little Odessa",0
"265",32325,"Mi Vida Loca",0
"266",43742,"Love Affair",0
"267",28313,"Losing Isaiah",0
"268",11318,"The Madness of King George",0
"269",3036,"Mary Shelley's Frankenstein",0
"270",40490,"Man of the House",0
"271",24070,"Mixed Nuts",0
"272",8986,"Milk Money",0
"273",10510,"Miracle on 34th Street",0
"274",17402,"Miami Rhapsody",0
"275",38722,"My Family",0
"276",8438,"Murder in the First",0.5
"277",11593,"Nobody's Fool",0
"278",1945,"Nell",0
"279",39310,"New Jersey Drive",0
"280",109560,"New York Cop",0
"281",56428,"Beyond Bedlam",0
"282",63105,"Nemesis 2 - Nebula",0
"283",131957,"Nina Takes a Lover",0
"284",241,"Natural Born Killers",0.5
"285",9058,"Only You",0
"286",527,"Once Were Warriors",0
"287",18220,"Poison Ivy II: Lily",0
"288",6950,"Outbreak",0
"289",101,"Leon: The Professional",0.5
"290",63020,"The Perez Family",0
"291",2307,"A Pyromaniac's Love Story",0
"292",680,"Pulp Fiction",0
"293",41478,"Panther",0
"294",25296,"Pushing Hands",0
"295",40156,"Priest",0
"296",11450,"Quiz Show",0
"297",30304,"Picture Bride",0
"298",10452,"Queen Margot",0
"299",12106,"The Quick and the Dead",0
"300",161495,"Roommates",0
"301",3586,"Prêt-à-Porter",0
"302",110,"Three Colors: Red",0
"303",108,"Three Colors: Blue",0
"304",109,"Three Colors: White",0
"305",159185,"Red Firecracker, Green Firecracker",0
"306",36357,"Rent-a-Kid",0
"307",92769,"Relative Fear",0
"308",28033,"Stuart Saves His Family",0
"309",22586,"The Swan Princess",0
"310",14334,"The Secret of Roan Inish",0
"311",2636,"The Specialist",0
"312",2164,"Stargate",0
"313",11395,"The Santa Clause",0
"314",278,"The Shawshank Redemption",0
"315",9905,"Shallow Grave",0
"316",87078,"Suture",0
"317",12527,"Strawberry and Chocolate",0
"318",20306,"Swimming with Sharks",0
"319",36614,"The Sum of Us",0
"320",27993,"Senior Trip",0
"321",31439,"To Live",0
"322",9067,"Tank Girl",0
"323",9059,"Tales from the Crypt: Demon Knight",0
"324",193,"Star Trek: Generations",0
"325",25066,"Tales from the Hood",0
"326",46797,"Tom & Viv",0
"327",12122,"Village of the Damned",0
"328",11381,"Tommy Boy",0
"329",32636,"Vanya on 42nd Street",0
"330",36141,"The Underneath",0
"331",95963,"The Walking Dead",0
"332",1587,"What's Eating Gilbert Grape",0
"333",9271,"Virtuosity",0
"334",2064,"While You Were Sleeping",0.4
"335",19855,"The War",0
"336",60855,"Double Happiness",0
"337",236,"Muriel's Wedding",0
"338",48287,"The Baby-Sitters Club",0
"339",3049,"Ace Ventura: Pet Detective",0
"340",2759,"The Adventures of Priscilla, Queen of the Desert",0
"341",12635,"Backbeat",0
"342",10497,"Bitter Moon",0
"343",11382,"Bullets Over Broadway",0
"344",9331,"Clear and Present Danger",-0.1
"345",10731,"The Client",0
"346",10464,"Corrina, Corrina",0
"347",34152,"Crooklyn",0
"348",9495,"The Crow",0
"349",29973,"Cobb",0
"350",888,"The Flintstones",0
"351",712,"Four Weddings and a Funeral",0
"352",16295,"Higher Learning",0
"353",48992,"I Like It Like That",0
"354",10879,"I Love Trouble",-0.1
"355",10660,"It Could Happen to You",0
"356",10714,"The Jungle Book",0
"357",41647,"The Wonderful, Horrible Life of Leni Riefenstahl",0
"358",8587,"The Lion King",0
"359",1689,"Little Buddha",0
"360",11596,"New Nightmare",0
"361",854,"The Mask",0
"362",9359,"Maverick",0
"363",23333,"Mrs. Parker and the Vicious Circle",0
"364",36593,"The Naked Gun 33⅓: The Final Insult",0
"365",12280,"The Paper",0.4
"366",2788,"Reality Bites",0
"367",10427,"Red Rock West",0
"368",11011,"Ri¢hie Ri¢h",0
"369",49803,"Safe Passage",0
"370",8987,"The River Wild",0
"371",1637,"Speed",0.4
"372",15128,"Speechless",0.4
"373",8831,"Timecop",0
"374",36955,"True Lies",0
"375",10449,"When a Man Loves a Woman",0
"376",10395,"Wolf",0
"377",12160,"Wyatt Earp",0
"378",40480,"Bad Company",0
"379",52038,"A Man of No Importance",0
"380",29444,"S.F.W.",0
"381",26352,"A Low Down Dirty Shame",0
"382",39953,"Boys Life: Three Stories of Love, Lust, and Liberation",0
"383",41580,"Colonel Chabert",0
"384",315,"Faster, Pussycat! Kill! Kill!",0
"385",22067,"Jason's Lyric",0
"386",18242,"The Secret Adventures of Tom Thumb",0
"387",11667,"Street Fighter",0
"388",32502,"Coldblooded",0
"389",267188,"Desert Winds",0
"390",28732,"Fall Time",0
"391",75555,"The Fear",0
"392",42981,"Frank and Ollie",0
"393",278939,"Girl in the Cadillac",0
"394",291731,"Homage",0
"395",226229,"Mirage",0
"396",203119,"Open Season",0
"397",172923,"Dos Crímenes",0
"398",316098,"Brother Minister: The Assassination of Malcolm X",0
"399",8011,"Highlander: The Final Dimension",0
"400",171857,"Federal Hill",0
"401",2654,"In the Mouth of Madness",0
"402",18069,"8 Seconds",0
"403",19092,"Above the Rim",0
"404",2758,"Addams Family Values",0
"405",38129,"Martin Lawrence: You So Crazy",0
"406",10436,"The Age of Innocence",0
"407",13595,"Airheads",0
"408",46094,"The Air Up There",0
"409",9409,"Another Stakeout",0
"410",11853,"Bad Girls",0
"411",16771,"Barcelona",0
"412",46924,"Being Human",0
"413",11041,"The Beverly Hillbillies",0
"414",306,"Beverly Hills Cop III",0
"415",14522,"Black Beauty",0
"416",26203,"Blink",0
"417",178,"Blown Away",0
"418",19819,"Blue Chips",0
"419",57834,"Blue Sky",0
"420",4722,"Body Snatchers",0
"421",18215,"Boxing Helena",0
"422",1607,"A Bronx Tale",0
"423",26391,"Cabin Boy",0
"424",117553,"Calendar Girl",0
"425",6075,"Carlito's Way",0
"426",11310,"City Slickers II: The Legend of Curly's Gold",0
"427",18658,"Clean Slate",0
"428",9350,"Cliffhanger",0
"429",9612,"Coneheads",0
"430",2124,"Color of Night",0
"431",26261,"Cops & Robbersons",0
"432",19176,"The Cowboy Way",0.5
"433",49299,"Dangerous Game",0
"434",11566,"Dave",0
"435",9571,"Dazed and Confused",0
"436",9739,"Demolition Man",0.4
"437",24257,"The Endless Summer 2",0
"438",34444,"Even Cowgirls Get the Blues",0
"439",26141,"Fatal Instinct",0
"440",10997,"Farewell My Concubine",0
"441",50463,"The Favor",0
"442",10443,"Fearless",0
"443",20239,"Fear of a Black Hat",0
"444",16297,"With Honors",0
"445",18551,"Flesh and Bone",0
"446",25440,"Widows' Peak",0
"447",9024,"For Love or Money",0
"448",37233,"The Firm",0
"449",1634,"Free Willy",0
"450",13815,"Fresh",0
"451",5503,"The Fugitive",-0.1
"452",35588,"Geronimo: An American Legend",0
"453",2087,"The Getaway",0
"454",41579,"Getting Even with Dad",0
"455",18620,"Go Fish",0
"456",41006,"A Good Man in Africa",-0.1
"457",4916,"Guilty as Sin",0
"458",2019,"Hard Target",0
"459",31642,"Heaven & Earth",0
"460",9255,"Hot Shots! Part Deux",0
"461",26271,"Live Nude Girls",0
"462",10612,"The Englishman Who Went Up a Hill But Came Down a Mountain",0
"463",2259,"The House of the Spirits",0
"464",16097,"House Party 3",0
"465",11934,"The Hudsucker Proxy",0
"466",106143,"I'll Do Anything",0.5
"467",12475,"In the Army Now",0
"468",9386,"In the Line of Fire",0
"469",7984,"In the Name of the Father",0
"470",59930,"The Inkwell",0
"471",15765,"What's Love Got to Do with It",0
"472",31643,"Jimmy Hollywood",-0.1
"473",6,"Judgment Night",0
"474",329,"Jurassic Park",0
"475",10909,"Kalifornia",0
"476",507,"Killing Zoe",0
"477",34024,"King of the Hill",0
"478",29918,"Lassie",0
"479",9593,"Last Action Hero",0
"480",42580,"Life With Mikey",0
"481",22317,"Lightning Jack",0
"482",1413,"M. Butterfly",0
"483",12121,"Made in America",0
"484",2246,"Malice",0
"485",10502,"The Man without a Face",0
"486",10440,"Manhattan Murder Mystery",0
"487",9516,"Menace II Society",0
"488",2320,"Executive Decision",0
"489",5879,"In the Realm of the Senses",0
"490",83718,"What Happened Was...",0
"491",11971,"Much Ado About Nothing",0.4
"492",2625,"Mr. Jones",0
"493",31911,"Mr. Wonderful",0
"494",788,"Mrs. Doubtfire",0.1
"495",21450,"Naked",0
"496",11231,"The Next Karate Kid",0
"497",41588,"The New Age",0
"498",10447,"No Escape",0
"499",31586,"North",0
"500",9300,"Orlando",0
"501",9559,"A Perfect World",0
"502",9800,"Philadelphia",0.1
"503",713,"The Piano",0
"504",8291,"Poetic Justice",0
"505",18133,"The Program",0
"506",25557,"The Puppet Masters",0.5
"507",22588,"Radioland Murders",0
"508",10872,"The Ref",0
"509",1245,"The Remains of the Day",0
"510",11858,"Renaissance Man",0
"511",7007,"Rising Sun",0
"512",10467,"The Road to Wellville",0
"513",5550,"RoboCop 3",0
"514",8005,"Robin Hood: Men in Tights",0
"515",2088,"Romeo Is Bleeding",0.5
"516",10412,"Romper Stomper",0
"517",47889,"Ruby in Paradise",0
"518",14534,"Rudy",0
"519",56583,"The Saint of Fort Washington",0
"520",41878,"Savage Nights",0
"521",424,"Schindler's List",0
"522",35233,"The Scout",0
"523",14291,"Searching for Bobby Fischer",0
"524",103413,"Second Best",0
"525",11236,"The Secret Garden",0
"526",11592,"Serial Mom",0
"527",8850,"The Shadow",0
"528",10445,"Shadowlands",0
"529",695,"Short Cuts",0
"530",43535,"A Simple Twist of Fate",0
"531",12519,"Sirens",0
"532",23210,"Six Degrees of Separation",0.5
"533",858,"Sleepless in Seattle",0.1
"534",867,"Sliver",0
"535",78,"Blade Runner",-0.1
"536",13203,"Son in Law",0
"537",10442,"So I Married an Axe Murderer",0
"538",11074,"Striking Distance",0
"539",33367,"Harem",0
"540",9607,"Super Mario Bros.",0
"541",17585,"Surviving the Game",0
"542",9057,"Terminal Velocity",0
"543",20967,"Thirty Two Short Films About Glenn Gould",0
"544",10635,"Threesome",0
"545",9479,"The Nightmare Before Christmas",0
"546",10057,"The Three Musketeers",0
"547",11969,"Tombstone",0
"548",41590,"Trial by Jury",0
"549",319,"True Romance",0.5
"550",26408,"The War Room",0
"551",15139,"The Pagemaster",0
"552",161158,"Paris, France",0
"553",218473,"The Beans of Egypt, Maine",0
"554",85247,"Killer",0
"555",11446,"Welcome to the Dollhouse",0
"556",51980,"Germinal",0
"557",24405,"Chasers",0
"558",11655,"Cronos",0
"559",11800,"Naked in New York",0
"560",8223,"Kika",0
"561",14587,"Bhaji on the Beach",0
"562",31504,"Little Big League",0
"563",41653,"The Slingshot",0
"564",53185,"Wide Eyed and Legless",0
"565",95743,"Foreign Student",0
"566",23637,"Ciao, Professore!",0
"567",17600,"Spanking the Monkey",0
"568",10897,"The Little Rascals",0
"569",349394,"À la mode",0
"570",21352,"Andre",0
"571",68806,"The Escort",0
"572",37345,"Princess Caraboo",0
"573",32562,"The Celluloid Closet",0
"574",47507,"Café au Lait",0
"575",25403,"Dear Diary",0
"576",124304,"I Don't Want to Talk About It",0
"577",9066,"The Brady Bunch Movie",0
"578",771,"Home Alone",0
"579",251,"Ghost",0
"580",812,"Aladdin",0
"581",280,"Terminator 2: Judgment Day",0
"582",581,"Dances with Wolves",0
"583",80350,"Tough and Deadly",0
"584",268,"Batman",0.4
"585",274,"The Silence of the Lambs",0
"586",408,"Snow White and the Seven Dwarfs",0
"587",10020,"Beauty and the Beast",0
"588",10895,"Pinocchio",0
"589",114,"Pretty Woman",0
"590",41043,"Window to Paris",0
"591",576,"The Wild Bunch",0
"592",15477,"Love and a .45",0
"593",59146,"The Wooden Man's Bride",0
"594",124472,"A Great Day in Harlem",0
"595",30528,"Bye Bye Love",0
"596",7300,"One Fine Day",0
"597",10824,"Candyman: Farewell to the Flesh",0
"598",261246,"Century",0
"599",275,"Fargo",0
"600",25059,"Homeward Bound II: Lost in San Francisco",0.1
"601",11827,"Heavy Metal",0
"602",8766,"Hellraiser: Bloodline",0
"603",23570,"The Pallbearer",0
"604",47333,"Jane Eyre",0
"605",54850,"Loaded",0
"606",51242,"Bread and Chocolate",0
"607",10112,"The Aristocats",0
"608",4307,"The Flower of My Secret",0
"609",46029,"Two Much",0
"610",32308,"Ed",0
"611",88893,"Scream of Stone",0.5
"612",52873,"My Favorite Season",0
"613",123505,"A Modern Affair",0
"614",340210,"Condition Red",0
"615",44281,"Halfaouine: Boy of the Terraces",0
"616",28121,"A Thin Line Between Love and Hate",0
"617",12520,"The Last Supper",0
"618",1592,"Primal Fear",0
"619",166901,"Rude",0
"620",36447,"Carried Away",0
"621",19042,"All Dogs Go to Heaven 2",0
"622",38884,"Land and Freedom",0
"623",47449,"Denise Calls Up",0
"624",36259,"Theodore Rex",0
"625",41852,"A Family Thing",0
"626",40926,"Frisk",0
"627",9099,"Sgt. Bilko",0
"628",2021,"Jack & Sarah",0
"629",61752,"Girl 6",0
"630",10988,"Diabolique",0
"631",11479,"Little Indian, Big City",0
"632",398959,"Roula",0
"633",287305,"Peanuts – Die Bank zahlt alles",0
"634",339428,"Happy Weekend",0
"635",12652,"Nelly and Monsieur Arnaud",0
"636",10684,"Courage Under Fire",0
"637",954,"Mission: Impossible",0
"638",68445,"Cold Fever",0
"639",18989,"Moll Flanders",0.1
"640",10801,"The Superwife",0
"641",54285,"301, 302",0
"642",8840,"DragonHeart",0
"643",278978,"Und keiner weint mir nach",0
"644",124625,"My Mother's Courage",0
"645",11107,"Eddie",0
"646",16417,"Yankee Zulu",0
"647",70934,"Billy's Holiday",0
"648",10363,"Purple Noon",0
"649",161070,"August",0
"650",10539,"James and the Giant Peach",0
"651",10543,"Fear",0
"652",18414,"Kids in the Hall: Brain Candy",0
"653",47502,"Faithful",0
"654",11902,"Underground",0
"655",27098,"All Things Fair",0
"656",25087,"Bloodsport II",0
"657",5801,"Pather Panchali",0
"658",896,"The World of Apu",0
"659",3065,"Mystery Science Theater 3000: The Movie",0
"660",318177,"Tarantella",0
"661",2300,"Space Jam",0
"662",8069,"Barbarella",0
"663",288173,"Hostile Intentions",0
"664",187851,"They Bite",0
"665",27768,"Some Folks Call It a Sling Blade",0
"666",221917,"The Run of the Country",0
"667",8072,"Alphaville",0
"668",35797,"Coup de Torchon",0
"669",88030,"Tigrero: A Film That Was Never Made",0
"670",185191,"The Eye of Vichy",0
"671",83857,"Windows",0
"672",33245,"It's My Party",0
"673",124460,"Country Life",0
"674",27281,"Operation Dumbo Drop",0
"675",105045,"The Promise",0
"676",40001,"Mrs. Winterbourne",0
"677",29621,"Solo",0
"678",117730,"Under The Domim Tree",0
"679",20762,"The Substitute",0
"680",37144,"True Crime",0
"681",48260,"Butterfly Kiss",0
"682",12656,"Feeling Minnesota",0
"683",38867,"Delta of Venus",0
"684",277270,"To Cross the Rubicon",0
"685",25969,"Angus",0
"686",44103,"Priest Daens",0
"687",753,"Faces",0
"688",43634,"Boys",0
"689",9103,"The Quest",0
"690",90214,"Cosi",0
"691",29649,"Sunset Park",0
"692",10990,"Mulholland Falls",0
"693",8866,"The Truth About Cats & Dogs",0
"694",12233,"Oliver & Company",0
"695",23449,"Celtic Pride",0
"696",36355,"Flipper",0
"697",37667,"Captives",0
"698",90148,"Of Love and Shadows",0
"699",922,"Dead Man",0
"700",11876,"The Horseman on the Roof",0
"701",52633,"Switchblade Sisters",0
"702",62364,"Mouth to Mouth",0
"703",11687,"The Visitors",0
"704",9304,"Multiplicity",0.4
"705",73183,"The Haunted World of Edward D. Wood, Jr.",0
"706",131232,"Two Friends",0
"707",9100,"The Craft",0
"708",20759,"The Great White Hype",0
"709",46063,"Last Dance",0
"710",365371,"War Stories Our Mother Never Told Us",0
"711",32513,"Cold Comfort Farm",0
"712",40651,"Institute Benjamenta, or This Dream People Call Human Life",0
"713",36915,"Heaven's Prisoners",0
"714",40507,"Original Gangstas",0
"715",9802,"The Rock",0
"716",25697,"Getting Away with Murder",0
"717",21588,"Cemetery Man",0
"718",664,"Twister",0
"719",11867,"Barb Wire",0
"720",47119,"Le Garçu",0
"721",314352,"Honeymoon",0
"722",9323,"Ghost in the Shell",0
"723",10280,"Thinner",0
"724",10535,"Spy Hard",0
"725",124613,"Brothers in Trouble",0
"726",532,"A Close Shave",0
"727",26744,"Force of Evil",0
"728",16299,"The Stupids",0
"729",10547,"The Arrival",0
"730",245268,"The Man from Down Under",0
"731",935,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",0
"732",55613,"Careful",0
"733",215107,"Vermont Is for Lovers",0
"734",41007,"A Month by the Lake",0
"735",35645,"Gold Diggers: The Secret of Bear Mountain",0
"736",110465,"Kim",0
"737",255546,"Carmen Miranda: Bananas Is My Business",0
"738",40751,"Ashes of Time",0
"739",275096,"The Jar",0
"740",85778,"Maya Lin: A Strong Clear Vision",0
"741",11101,"Stalingrad",0
"742",9826,"The Phantom",0
"743",9879,"Striptease",0
"744",63564,"The Last of the High Kings",0
"745",22621,"Heavy",0
"746",7095,"Jack",0
"747",26890,"I Shot Andy Warhol",0
"748",46732,"The Grass Harp",0
"749",124633,"Someone Else's America",0
"750",202425,"Life is Rosy",0
"751",196940,"Quartier Mozart",0
"752",77771,"Touki Bouki",0
"753",181083,"God's Gift",0
"754",41225,"Spirits of the Dead",0
"755",188589,"Babyfever",0
"756",87190,"Pharaoh's  Army",0
"757",627,"Trainspotting",0
"758",32872,"Til There Was You",0
"759",602,"Independence Day",0
"760",14553,"Stealing Beauty",0
"761",9566,"The Fan",0
"762",10545,"The Hunchback of Notre Dame",0
"763",9894,"The Cable Guy",0
"764",11543,"Kingpin",0.5
"765",9268,"Eraser",0
"766",52059,"The Gate of Heavenly Peace",0
"767",9327,"The Nutty Professor",0
"768",123763,"I, the Worst of All",0
"769",81949,"An Unforgettable Summer",0
"770",42005,"A Hungarian Fairy Tale",0
"771",124306,"My Life and Times With Antonin Artaud",0
"772",183955,"Midnight Dancers",0
"773",44535,"Somebody to Love",0
"774",44495,"A Very Natural Thing",0
"775",78285,"The Old Lady Who Walked in the Sea",0
"776",11228,"Daylight",0
"777",10779,"The Frighteners",0
"778",26748,"Lone Star",0
"779",38223,"Harriet the Spy",0
"780",9294,"Phenomenon",0
"781",49963,"Walking and Talking",0
"782",11363,"She's the One",0
"783",1645,"A Time to Kill",0.4
"784",31546,"American Buffalo",0
"785",77056,"Rendezvous in Paris",0
"786",36344,"Alaska",0
"787",18550,"Fled",0
"788",11511,"Kazaam",0
"789",172198,"Magic Hunter",0
"790",34170,"Larger Than Life",0
"791",281085,"A Boy Called Hate",0
"792",109478,"Power 98",0
"793",124645,"Two Deaths",0
"794",12606,"A Very Brady Sequel",0
"795",69895,"Stefano Quantestorie",0
"796",35206,"Death in the Garden",0
"797",151489,"Hedd Wyn",0
"798",4837,"La Collectionneuse",0
"799",12632,"Kaspar Hauser",0
