"","id","title","score"
"105",87300,"Alice in Wonderland",3.91179218576707
"106",53410,"The Bank",7.40581100321091
"107",618,"The Birth of a Nation",6.46841546503132
"108",53406,"By the Sea",6.59065447152435
"109",415021,"The Captive",3.90747214798617
"110",109632,"Carmen",6.33171448067675
"111",43678,"The Champion",7.49671393042587
"112",70368,"The Cheat",6.68994947383676
"113",118580,"Children of Eve",5.57656445696366
"114",208517,"The Coward",3.92838797767461
"115",133213,"The Dinosaur and the Missing Link: A Prehistoric Tragedy",5.39031600813344
"116",38730,"A Fool There Was",6.24827017488446
"117",174593,"Hævnens nat",3.49217054937388
"118",53405,"In the Park",6.70883721570168
"119",134144,"The Italian",5.92611058979635
"120",50775,"A Jitney Elopement",6.75554012670688
"121",139238,"Liliya Belgii",4.26159272329212
"122",53403,"A Night Out",6.56407945446329
"123",53412,"A Night in the Show",7.86871639344513
"124",132397,"Posle smerti",7.01367745516196
"125",86081,"Regeneration",5.8787136642659
"126",53411,"Shanghaied",6.66623225419801
"127",174187,"That Little Band Of Gold",5.87177565487742
"128",30982,"The Tramp",8.051626349987
"129",29082,"Les vampires",6.43862934265051
"130",30266,"20,000 Leagues Under the Sea",6.78288398217629
"131",53419,"Behind the Screen",6.0853355191919
"132",120664,"Civilization",5.78278475541534
"133",2079,"The Count",8.08797600405009
"134",118576,"The Devil's Needle",6.16138512220464
"135",141868,"Fatty and Mabel Adrift",6.85351325256289
"136",53417,"The Fireman",7.45190515189381
"137",53416,"The Floorwalker",7.63240642390824
"138",174594,"Going Straight",5.91362006122682
"139",126925,"Gretchen the Greenhorn",2.93724109291501
"140",200324,"The Half-Breed",2.77873132096429
"141",282009,"Havsgamar",5.43899716131616
"142",84772,"Hell's Hinges",3.6369520024667
"143",172443,"His Picture in the Papers",6.0132249665386
"144",112485,"Hoodoo Ann",3.10975030308584
"145",3059,"Intolerance: Love's Struggle Throughout the Ages",9.04951016375783
"146",56801,"Judex",7.45331911775511
"147",134155,"King Lear",5.19781210479287
"148",172445,"The Matrimaniac",5.20098294674791
"149",52035,"The Mystery of the Leaping Fish",5.65004508993399
"150",53418,"One A.M.",7.96276939110331
"151",2078,"The Pawnshop",8.04297298722864
"152",174588,"Пиковая дама",4.34251231127652
"153",53414,"Police",7.56053824615934
"154",2077,"The Rink",8.1708401153107
"155",342831,"Sherlock Holmes",4.26503721878165
"156",174598,"Snow White",2.74777480680126
"157",53421,"Triple Trouble",6.1427439385124
"158",13707,"The Vagabond",8.36602932405066
"159",148357,"Where Are My Children?",6.33238762735023
"160",344339,"'49-'17",3.37012372027768
"161",31819,"The Adventurer",8.55827951376101
"162",38691,"Coney Island",6.98560150479522
"163",53420,"The Cure",8.00126896303781
"164",47650,"Easy Street",8.37023628854745
"165",47653,"The Immigrant",8.77858589843602
"166",400749,"Mothers of Men",5.11516561713305
"167",47190,"Отец Сергий",4.63687937808856
"168",95866,"The Poor Little Rich Girl",5.61304248858599
"169",51355,"The Rough House",6.6983119775597
"170",227506,"Satana likuyushchiy",2.96628082503341
"171",286437,"The Secret Game",5.60980399485874
"172",157903,"Straight Shooting",3.28535973380697
"173",108017,"Terje Vigen",7.41299561076968
"174",206390,"Tösen från Stormyrtorpet",2.88812714061962
"175",135275,"Wild and Woolly",6.11639843694154
"176",136842,"Amarilly of Clothes-Line Alley",5.17495709953054
"177",45838,"The Bell Boy",6.57172674309722
"178",70800,"Berg-Ejvind och hans hustru",6.71907635520742
"179",71271,"The Blue Bird",4.72894696043361
"180",174928,"Carmen",5.85911978257937
"181",36208,"A Dog's Life",8.78837309729415
"182",48214,"Das fidele Gefängnis",6.34212793977367
"183",54242,"Mickey",7.03455363295536
"184",174925,"Old Wives for New",5.96280467096485
"185",53423,"Shoulder Arms",6.10516801622134
"186",70753,"Stella Maris",6.95959638589141
"187",117024,"The Whispering Chorus",5.98013725714004
"188",44441,"Anders als die Andern",6.78744496910379
"189",48591,"Die Austernprinzessin",6.98848825805153
"190",38531,"Back Stage",7.14122786305697
"191",53516,"Billy Blazes, Esq.",4.50633611750024
"192",70806,"Blind Husbands",5.02025859201575
"193",899,"Broken Blossoms",7.84788733250089
"194",174946,"The Busher",6.10798768257227
"195",70801,"Daddy-Long-Legs",7.20377272771712
"196",53425,"A Day's Pleasure",6.99197822192494
"197",151831,"The Delicious Little Devil",6.42529956999788
"198",70803,"Don't Change Your Husband",3.80337296109691
"199",42362,"From Hand to Mouth",6.15389863274572
"200",51472,"The Garage",6.9306969934027
"201",175005,"The Grim Game",6.62173390492415
"202",174958,"Harakiri",5.76000556295494
"203",28526,"Herr Arnes pengar",5.17748341658279
"204",143277,"The Hoodlum",7.21209806355027
"205",48263,"Ich möchte kein Mann sein",6.60343240349673
"206",70804,"J'accuse!",5.66638509548464
"207",234,"Das Cabinet des Dr. Caligari",9.11398205869965
"208",53761,"Male and Female",8.18986619277776
"209",91893,"Die Spinnen, 1. Teil - Der Goldene See",7.39538114613167
"210",53424,"Sunnyside",7.52248211575334
"211",36106,"True Heart Susie",6.5338613017089
"212",28629,"Unheimliche Geschichten",3.06812694322066
"213",35075,"Blade af Satans Bog",6.49572973163764
"214",38705,"Convict 13",7.5531210489604
"215",3016,"Dr. Jekyll and Mr. Hyde",6.28988771244055
"216",82576,"Erotikon",5.50957983873769
"217",32683,"The Flapper",2.94603968312235
"218",2972,"Der Golem, wie er in die Welt kam",6.97683685399664
"219",53519,"High and Dizzy",6.89787637161672
"220",111747,"Just Pals",4.43261381901243
"221",133643,"Karin Ingmarsdotter",6.14559775790486
"222",116991,"Klostret i Sendomir",6.28104745292356
"223",71065,"The Last of the Mohicans",5.65249125479996
"224",335450,"Life of the Party",5.67817136753013
"225",42657,"The Mark of Zorro",5.73312429513753
"226",51358,"Neighbors",6.5681795487888
"227",44409,"Number, Please?",6.87084271845537
"228",23282,"One Week",9.07679258909565
"229",27509,"The Penalty",6.2881658984686
"230",51392,"The Saphead",6.32334774341626
"231",51357,"The Scarecrow",7.99448286465952
"232",92332,"Die Spinnen, 2. Teil - Das Brillantenschiff",7.33600857559662
"233",175503,"Von morgens bis Mitternacht",3.25778879583681
"234",31509,"Way Down East",6.879665549859
"235",53766,"Why Change Your Wife?",6.30588346274771
"236",77621,"Within Our Gates",5.32928493350906
"237",28249,"The Ace of Hearts",6.07392764916455
"238",225503,"The Adventures of Tarzan",5.76086592314764
"239",53772,"The Affairs of Anatol",6.13168372407158
"240",55648,"Die Bergkatze",6.3220036224965
"241",155953,"The Blot",6.74179054747281
"242",50704,"The Boat",7.50502513309085
"243",139176,"Camille",4.92595011802425
"244",300769,"Enchantment",6.65266219235
"245",31432,"The Four Horsemen of the Apocalypse",6.6773355470744
"246",51360,"The Goat",8.32657473562484
"247",38812,"Hard Luck",7.33055006860659
"248",51359,"The Haunted House",5.35506106156044
"249",46510,"The High Sign",7.62217651782702
"250",131366,"Hintertreppe",6.35356105183659
"251",42510,"The Idle Class",7.88077513290313
"252",10098,"The Kid",9.93699471011612
"253",58129,"Körkarlen",6.83585731257009
"254",175334,"The Love Light",6.75534564295717
"255",130275,"Miss Lulu Bett",6.43490575930713
"256",54198,"My Boy",5.7961327207543
"257",29267,"Der müde Tod",7.92125747414562
"258",44405,"Never Weaken",7.5525099801634
"259",53518,"Now or Never",6.67100228899201
"260",42511,"Orphans of the Storm",6.42151395970655
"261",25770,"The Paleface",5.89984309121794
"262",51362,"The Play House",6.68863985831936
"263",175339,"Sappho",5.93701107568031
"264",6793,"Schloß Vogeloed",5.3650068358557
"265",36841,"The Sheik",6.53918768781837
"266",82731,"The Three Musketeers",5.84174423762141
"267",71436,"Tol'able David",7.08386886020332
"268",282266,"The Adventures of Robinson Crusoe",7.51480297178327
"269",53231,"Beyond the Rocks",5.58834603884439
"270",37360,"The Blacksmith",7.43405825208292
"271",95134,"Blood and Sand",5.79295127647577
"272",38742,"Cops",8.28351470516877
"273",38787,"Day Dreams",7.82547386875968
"274",157856,"Der var engang",3.02131500299902
"275",42366,"Dr. Jack",7.25791069707557
"276",5998,"Dr. Mabuse, der Spieler",8.25171750801025
"277",51366,"The Electric House",7.82551115292472
"278",130064,"Flesh and Blood",2.72733370907814
"279",35227,"Foolish Wives",7.08571988941731
"280",51364,"The Frozen North",7.43485055848509
"281",22592,"Grandma's Boy",7.17682985753557
"282",57283,"Häxan",5.48550392721696
"283",171432,"The Man from Beyond",2.1727734818612
"284",166472,"Manslaughter",4.43602416549853
"285",114324,"Merry-Go-Round",5.30755352439317
"286",38830,"My Wife's Relations",7.39701660527271
"287",669,"Nanook of the North",5.32001410266702
"288",653,"Nosferatu, eine Symphonie des Grauens",6.65747162496538
"289",175587,"Our Gang",3.70131855886157
"290",28480,"Phantom",5.76331094470467
"291",175597,"Polikushka",2.92582461841916
"292",71066,"Robin Hood",6.05059991598673
"293",96951,"Salomé",3.96119041865408
"294",84956,"Schatten – Eine nächtliche Halluzination",5.76695684469176
"295",53800,"Sherlock Holmes",6.0358825488067
"296",49452,"La souriante Madame Beudet",7.64700113287684
"297",71067,"Tess of the Storm Country",5.15396489034769
"298",130062,"The Three Must-Get-Theres",3.24004877292025
"299",75804,"The Toll of the Sea",5.4765973792749
"300",175518,"Tommy Tucker's Tooth",4.21536198144166
"301",94344,"Das Weib des Pharao",4.6482812736658
"302",184267,"The Young Rajah",5.14632767977324
"303",146730,"Alice's Wonderland",5.82579339738733
"304",45807,"The Balloonatic",6.25793166760494
"305",47703,"Дневник Глумова",4.36958134339272
"306",54241,"The Extra Girl",7.21904261247589
"307",38759,"Gösta Berlings saga",6.68784303281594
"308",18987,"The Hunchback of Notre Dame",6.14582858900755
"309",51367,"The Love Nest",7.3426298110184
"310",701,"Our Hospitality",8.46102971534332
"311",53430,"The Pilgrim",8.12498359419952
"312",138752,"Le Retour à la raison",3.41421943471266
"313",50182,"La Roue",7.12817110640239
"314",22596,"Safety Last!",8.0303768673175
"315",97716,"Scaramouche",7.39589514603702
"316",175869,"Der Schatz",5.00600358601769
"317",91208,"Souls for Sale",6.17187271749089
"318",176321,"Sylvester",2.75855493883388
"319",24805,"The Ten Commandments",7.4247815315307
"320",32628,"Three Ages",7.74470642737261
"321",27522,"Das Wachsfigurenkabinett",4.90253186260827
"322",70734,"The White Sister",6.26050478207649
"323",41348,"Why Worry?",7.43072934473157
"324",28974,"A Woman of Paris: A Drama of Fate",6.38080558393735
"325",2973,"Аэлита",6.54266728786895
"326",104067,"America",5.72779841476014
"327",144613,"Beau Brummel",6.16716084002399
"328",148326,"Captain January",3.47602081447807
"329",176273,"The Chechahcos",2.83333269363865
"330",44473,"Entr'acte",6.12095863162668
"331",55536,"Die Finanzen des Großherzogs",6.46070915077296
"332",40574,"Girl Shy",6.82174599565727
"333",27511,"He Who Gets Slapped",7.37217991398328
"334",42367,"Hot Water",7.58169752321196
"335",54539,"L'Inhumaine",6.66443091875468
"336",71068,"The Iron Horse",4.33365693216921
"337",176389,"Kean",6.12008976011961
"338",144611,"Кино-Глаз на первой разведке.",3.53695501156483
"339",5991,"Der letzte Mann",8.81556840935151
"340",96713,"The Marriage Circle",8.28365369492692
"341",55587,"Michael",5.78240772160177
"342",190341,"Mustalaishurmaaja",4.35300508768216
"343",32318,"The Navigator",8.27257249974588
"344",32928,"Neobychainye priklyucheniya mistera Vesta",6.88129020782298
"345",42512,"Die Nibelungen: Kriemhilds Rache",6.99378131979787
"346",31506,"Die Nibelungen: Siegfried",7.7619884847567
"347",2974,"Orlacs Hände",6.03707531881813
"348",120672,"Peter Pan",3.72901246255795
"349",186201,"The Red Lily",6.64952747037763
"350",50329,"The Sea Hawk",6.92372450960623
"351",992,"Sherlock, Jr.",8.03127595412204
"352",44967,"Стачка",7.94997864093313
"353",93521,"Symphonie diagonale",5.35238629146609
"354",28963,"The Thief of Bagdad",8.01305049545619
"355",143534,"The White Shadow",2.8482683160375
"356",120673,"Wild Oranges",6.70633919871921
"357",19354,"Die Abenteuer des Prinzen Achmed",7.42552359177585
"358",397339,"The Awful Truth",2.27880401243931
"359",3060,"The Big Parade",6.61000917766147
"360",86955,"Body and Soul",4.70528229667488
"361",643,"Броненосец «Потёмкин»",8.20856734074292
"362",120676,"The Circle",6.55634319714293
"363",89647,"Clash of the Wolves",4.43634393654334
"364",38715,"Cobra",5.42323591433426
"365",111759,"Don Q Son of Zorro",4.95000595521573
"366",55589,"Du skal ære din hustru",7.29409775064383
"367",66148,"Feu Mathias Pascal",6.59453098349619
"368",42359,"The Freshman",8.05726086424125
"369",8462,"Die freudlose Gasse",6.91029874571684
"370",33015,"Go West",6.11348064748336
"371",962,"The Gold Rush",9.91504815370403
"372",115132,"Grass: A Nation's Battle for Life",3.91429442577244
"373",1405,"Greed",7.59582377794979
"374",184363,"Кино-Правда No 21",2.6740894020851
"375",121379,"Lady Windermere's Fan",7.48330030894393
"376",44439,"Lazybones",5.34238440755552
"377",168217,"Lightnin'",5.66272544784307
"378",29879,"The Little Colonel",6.26048441877997
"379",2981,"The Lost World",7.2248190752184
"380",53230,"The Merry Widow",5.99873013661099
"381",27502,"The Monster",4.70584631398124
"382",101858,"The Movies",5.99723575501032
"383",116746,"Parisian Love",4.52006229411643
"384",964,"The Phantom of the Opera",7.8478106430306
"385",184507,"The Plastic Age",2.68249229671125
"386",64398,"The Pleasure Garden",6.35729595937251
"387",184819,"Poil de carotte",6.47582379095643
"388",99258,"The Rag Man",6.40254816794083
"389",184862,"The Red Kimona",6.53868335228912
"390",105539,"The Salvation Hunters",6.23181335495561
"391",32600,"Seven Chances",7.7258744307514
"392",80881,"Die Stadt ohne Juden",5.61775232578197
"393",147618,"Stage Struck",7.39648279886066
"394",27505,"The Unholy Three",6.61323019190368
"395",149515,"The Vanishing American",3.29747888172868
"396",94803,"Varieté",6.74718832627464
"397",67451,"Le Voyage imaginaire",5.27807310173289
"398",47508,"The Wizard of Oz",4.46670333614644
"399",128899,"Bardelys the Magnificent",6.40281192943141
"400",27501,"The Bat",5.20505167175237
"401",51371,"Battling Butler",7.52703889720381
"402",189621,"Beau Geste",3.43191003263164
"403",184885,"The Bells",4.7366934179194
"404",31510,"Ben-Hur: A Tale of the Christ",8.90140922091504
"405",50075,"The Black Pirate",7.49028277750235
"406",111302,"The Blackbird",5.91555157534888
"407",110253,"La Bohème",5.85832131879554
"408",172913,"The Boob",3.8196574972764
"409",117211,"Brown of Harvard",6.09024527916318
"410",102024,"Brudeferden i Hardanger",4.67696211695228
"411",89059,"Don Juan",5.73458451369273
"412",111457,"Ella Cinders",6.14027127465375
"413",99946,"Exit Smiling",6.94487243531329
"414",10728,"Faust – Eine deutsche Volkssage",6.82888268250776
"415",38687,"Flesh and the Devil",6.84174063809058
"416",42368,"For Heaven's Sake",5.89684620152898
"417",84954,"Geheimnisse einer Seele",7.37243333870857
"418",120828,"The Great K&A Train Robbery",2.85109776011494
"419",94658,"Der heilige Berg",6.6988881734552
"420",188066,"Kiki",7.27613664101312
"421",94525,"Kurutta ippêji",6.11761681630004
"422",2760,"The Lodger: A Story of the London Fog",9.2868745282276
"423",29466,"The Magician",4.66245951896039
"424",72821,"Mantrap",5.3150951033259
"425",183932,"Mare Nostrum",3.5376344342446
"426",98914,"Мать",7.52370009574991
"427",19,"Metropolis",9.79559442561546
"428",94727,"Moana",3.50229430177953
"429",66812,"Nana",5.27583875863899
"430",190163,"Old Ironsides",6.06406056492188
"431",126644,"По закону",7.12008107429357
"432",85638,"The Scarlet Letter",7.03331701296026
"433",189505,"Shagay, sovet!",3.2671456021096
"434",269710,"The Shamrock Handicap",4.07289013845531
"435",185579,"Шестая часть мира",3.93328078581933
"436",85689,"The Son of the Sheik",5.40723357500472
"437",262806,"Sorok pervyy",2.94632067005862
"438",73575,"Sparrows",7.02179174758414
"439",51263,"The Strong Man",6.78272710847115
"440",55544,"Herr Tartüff",7.2451977309702
"441",95956,"The Temptress",5.51851879747337
"442",32716,"3 Bad Men",4.64079448516672
"443",67531,"West Point",6.93156066774208
"444",111607,"What Price Glory",5.68495486424909
"445",96395,"The Winning of Barbara Worth",5.26262214946095
"446",2969,"Alraune",4.95225098180313
"447",189682,"Annie Laurie",5.12886136892119
"448",222,"Berlin: Die Sinfonie der Grosstadt",5.62264514805299
"449",76804,"The Cat and the Canary",6.26308255340656
"450",44657,"Chang: A Drama of the Wilderness",5.87305556614378
"451",128298,"Chicago",6.53503159818184
"452",34847,"College",6.62193658416365
"453",118014,"La coquille et le clergyman",4.1751558099052
"454",47590,"Девушка с коробкой",5.93940374515827
"455",50868,"Do Detectives Think?",6.66829830475241
"456",52782,"Downhill",6.90571875199274
"457",36055,"Easy Virtue",7.4114827554125
"458",125749,"The Gaucho",5.86297758551499
"459",961,"The General",9.95364216950269
"460",93743,"Счастье",7.34403987059666
"461",124993,"Hindle Wakes",5.10627395090737
"462",82283,"It",6.5008010253271
"463",939,"The Jazz Singer",6.56268686517965
"464",16661,"The Kid Brother",7.83128151885435
"465",49633,"The King of Kings",5.88543396926463
"466",106254,"Konets Sankt-Peterburga",6.97413234517702
"467",64852,"London After Midnight",5.10387392895798
"468",128229,"Long Pants",2.92942359171264
"469",120831,"Love",7.09121802376732
"470",91480,"Mockery",4.72620267679762
"471",87894,"Mr. Wu",6.02503719171366
"472",73969,"My Best Girl",6.10921318539682
"473",214600,"Le mystère de la tour Eiffel",3.09229843169641
"474",42536,"Napoléon",6.40584884072174
"475",697,"Oktyabr",5.96845813087384
"476",104433,"Old San Francisco",4.10739496626645
"477",102541,"The Patent Leather Kid",4.68240494641761
"478",134475,"The Red Mill",6.26844223648413
"479",36056,"The Ring",7.31296987331123
"480",82474,"7th Heaven",6.36697409079898
"481",222220,"Shooting Stars",6.86694481342956
"482",108632,"The Show",6.23968897417379
"483",207999,"Spring Fever",7.43139371509724
"484",85876,"The Student Prince in Old Heidelberg",5.9342499004821
"485",631,"Sunrise: A Song of Two Humans",8.23224785552167
"486",111305,"Tell It to the Marines",7.15809354799198
"487",102384,"Two Arabian Knights",6.41851839122371
"488",99875,"Un chapeau de paille d'Italie",6.99723363648358
"489",42565,"Underworld",7.40383375204045
"490",27503,"The Unknown",6.04841168666181
"491",131360,"Upstream",2.79625114691685
"492",122331,"When a Man Loves",3.86624222454203
"493",28966,"Wings",7.6718682574129
"494",142159,"Across to Singapore",7.07993678518545
"495",905,"Die Büchse der Pandora",8.82270685697022
"496",31411,"The Cameraman",9.54806792311192
"497",36054,"Champagne",6.55024456282881
"498",28189,"La Chute de la maison Usher",5.98357184571332
"499",28978,"The Circus",9.21174300447607
"500",207636,"The Cossacks",7.13671010913367
"501",3061,"The Crowd",9.28504764668832
"502",66897,"Les deux timides",6.7551398219594
"503",206581,"The Divine Woman",6.27295005754679
"504",885,"The Docks of New York",6.79843110704232
"505",106394,"The Fall of the House of Usher",3.5553040821996
"506",104485,"The Four Feathers",7.11297069056659
"507",95169,"Four Sons",5.17571047107057
"508",158219,"Geschlecht in Fesseln",5.89784308646683
"509",110887,"A Girl in Every Port",7.04872435205881
"510",113788,"Hangman's House",5.97932688216138
"511",203024,"A Lady of Chance",5.73179888486822
"512",52679,"The Last Command",6.76114988180732
"513",27507,"Laugh, Clown, Laugh",7.4050350117653
"514",173689,"Lights of New York",6.44660666591514
"515",101482,"Lonesome",7.35776159645056
"516",27517,"The Man Who Laughs",6.78035721831909
"517",108923,"The Mysterious Lady",7.6133245422949
"518",153845,"Odinnadtsatyy",3.18065387555503
"519",42614,"Our Dancing Daughters",5.26169035451398
"520",780,"La passion de Jeanne d'Arc",8.09003585233206
"521",53209,"The Patsy",6.70504974139767
"522",45665,"Plane Crazy",5.9414035947252
"523",84273,"Потомок Чингисхана",7.53150563433814
"524",27777,"The Racket",6.60256125116502
"525",42538,"Sadie Thompson",6.42200068027622
"526",31404,"Show People",7.0399628842395
"527",205410,"The Smart Set",7.85728066640053
"528",158968,"Jim Shvante (marili svanets)",5.22338177370854
"529",22595,"Speedy",8.19874545038431
"530",78507,"Spione",8.21165701320318
"531",25768,"Steamboat Bill, Jr.",8.85919400813069
"532",53565,"Steamboat Willie",8.12668860524606
"533",28391,"Street Angel",6.61477804142699
"534",248553,"Submarine",5.90191797628397
"535",79757,"Tempest",5.40220430522458
"536",126958,"Le tournoi dans la cité",2.67979769980596
"537",117435,"The Trail of '98",6.17452408850381
"538",50916,"Two Tars",7.46994263282354
"539",3565,"Underground",6.41240593770274
"540",171446,"Weary River",5.83529334893225
"541",42537,"The Wedding March",6.89714192012302
"542",27506,"West of Zanzibar",5.68990657696651
"543",190160,"While the City Sleeps",5.9526410662217
"544",53161,"White Shadows in the South Seas",5.30786104064431
"545",31416,"The Wind",6.36996795462513
"546",42615,"A Woman of Affairs",6.98072387578791
"547",50922,"You're Darn Tootin'",6.48523817802684
"548",82088,"Звeнигopа",5.33464709856729
"549",13847,"Alibi",6.53208887339157
"550",50855,"Angora Love",6.91001495332901
"551",120833,"Applause",5.6427870650006
"552",50181,"L'argent",7.23835584938174
"553",85715,"Арсенал",5.74659529765411
"554",55584,"Asphalt",8.12723023854299
"555",47571,"Behind That Curtain",4.52260893673528
"556",50861,"Berth Marks",7.43488303806634
"557",206034,"The Black Watch",6.5930891858801
"558",543,"Blackmail",8.64639062537064
"559",190352,"Bouncing Babies",5.88736788666398
"560",130717,"Broadway",3.15666185123021
"561",198176,"Broadway Babies",4.60033965040067
"562",65203,"The Broadway Melody",4.95598318754965
"563",81829,"Bulldog Drummond",7.11562058086646
"564",26317,"Человек с киноаппаратом",7.72103948708553
"565",20625,"The Cocoanuts",8.25949147800461
"566",85507,"Coquette",6.85163046588339
"567",262260,"The Desert Song",3.02203736115558
"568",84274,"Disraeli",4.76129165778342
"569",104214,"The Divine Lady",3.70159103897001
"570",173580,"Dynamite",6.97609315606664
"571",190091,"Erotikon",5.53340231514658
"572",99934,"The Flying Fleet",5.34279921636641
"573",3007,"Frau im Mond",6.957674425014
"574",85685,"The Godless Girl",6.95230852142386
"575",117531,"The Great Gabbo",5.60291695607021
"576",72856,"Hallelujah",6.55612511672897
"577",77022,"The Haunted House",5.81885996298909
"578",31678,"The Hollywood Revue of 1929",6.38495042213944
"579",83989,"In Old Arizona",3.98184677814308
"580",79761,"The Iron Mask",6.5240322198199
"581",30631,"The Kiss",5.00269544036617
"582",77922,"Laila",6.71409568054567
"583",147846,"The Letter",6.19198454522894
