"","id","title","prediction_score"
"74",20927,"Bed of Roses",1.75
"75",36929,"Big Bully",2.75
"76",9102,"Screamers",1
"77",124626,"Nico Icon",0
"78",27526,"The Crossing Guard",4
"79",9623,"The Juror",4
"80",46785,"The White Balloon",2.5
"81",400,"Things to Do in Denver When You're Dead",2.75
"82",880,"Antonia's Line",3.25
"83",146599,"Once Upon a Time... When We Were Colored",1.75
"84",188588,"Last Summer in the Hamptons",0
"85",8447,"Angels and Insects",1.75
"86",10534,"White Squall",2.5
"87",17414,"Dunston Checks In",3.16666666666667
"88",13997,"Black Sheep",3.5
"89",2086,"Nick of Time",3.5
"90",61548,"The Journey of August King",3
"91",9095,"Mary Reilly",2.125
"92",12158,"Vampire in Brooklyn",1.33333333333333
"93",9283,"Beautiful Girls",2.33333333333333
"94",9208,"Broken Arrow",3.5
"95",40154,"A Midwinter's Tale",3.5
"96",406,"La Haine",3
"97",45549,"Shopping",3.2
"98",63076,"Heidi Fleiss: Hollywood Madam",0
"99",11062,"City Hall",4
"100",13685,"Bottle Rocket",3
"101",47475,"Mr. Wrong",2
"102",2045,"Unforgettable",2.5
"103",9614,"Happy Gilmore",3.5
"104",688,"The Bridges of Madison County",1.75
"105",11907,"Nobody Loves Me",2.83333333333333
"106",10874,"Muppet Treasure Island",2.3
"107",89333,"Catwalk",0
"108",96357,"Headless Body in Topless Bar",2.5
"109",197,"Braveheart",1.25
"110",103,"Taxi Driver",2.75
"111",33542,"Rumble in the Bronx",3.25
"112",43566,"Before and After",4
"113",71754,"Margaret's Museum",3
"114",43612,"Happiness Is in the Field",3.5
"115",51352,"Anne Frank Remembered",1
"116",16934,"The Young Poisoner's Handbook",3
"117",10324,"If Lucy Fell",2
"118",78406,"Steal Big Steal Little",3.25
"119",55731,"Race the Sun",2.9
"120",32119,"The Boys of St. Vincent",3
"121",11066,"Boomerang",2
"122",11104,"Chungking Express",2.33333333333333
"123",37975,"The Star Maker",1.75
"124",2074,"Flirting with Disaster",2
"125",27793,"The Neverending Story III: Escape from Fantasia",0
"126",44284,"The Silences of the Palace",3
"127",290157,"Jupiter's Wife",0
"128",110972,"Pie in the Sky",2
"129",32622,"Angela",3.25
"130",73067,"Frankie Starlight",1.16666666666667
"131",11863,"Jade",1.875
"132",55475,"Nueba Yol",2.33333333333333
"133",124636,"Sonic Outlaws",0
"134",9101,"Down Periscope",3.5
"135",123360,"From the Journals of Jean Seberg",0
"136",5757,"Man of the Year",3.5
"137",39428,"The Neon Bible",3
"138",124639,"Target",0
"139",9302,"Up Close & Personal",1.75
"140",11000,"The Birdcage",3.5
"141",249882,"Virgin Mary",3
"142",16388,"The Brothers McMullen",2.33333333333333
"143",9737,"Bad Boys",3.25
"144",30765,"The Amazing Panda Adventure",2.75
"145",10474,"The Basketball Diaries",2.75
"146",22279,"An Awfully Big Adventure",2.33333333333333
"147",30157,"Amateur",3.5
"148",568,"Apollo 13",3
"149",11780,"Rob Roy",4
"150",34996,"The Addiction",1.5
"151",414,"Batman Forever",1.5
"152",649,"Belle de Jour",1.75
"153",1873,"Beyond Rangoon",4
"154",5894,"Blue in the Face",3.5
"155",1775,"Canadian Bacon",2.75
"156",8839,"Casper",1.83333333333333
"157",20649,"Clockers",1.83333333333333
"158",10329,"Congo",2.66666666666667
"159",8963,"Crimson Tide",3.33333333333333
"160",26564,"Crumb",0
"161",8068,"Desperado",3.16666666666667
"162",8512,"Devil in a Blue Dress",2.66666666666667
"163",1572,"Die Hard: With a Vengeance",3.5
"164",13552,"The Doom Generation",2.75
"165",259209,"Feast of July",2.75
"166",6520,"First Knight",2.375
"167",9073,"Free Willy 2 - The Adventure Home",4
"168",10428,"Hackers",3.125
"169",17447,"Jeffrey",2.33333333333333
"170",9886,"Johnny Mnemonic",3.2
"171",9482,"Judge Dredd",2
"172",19326,"Jury Duty",3.25
"173",9344,"Kids",2.75
"174",9071,"Living in Oblivion",3.25
"175",8973,"Lord of Illusions",1.66666666666667
"176",15730,"Love & Human Remains",3.25
"177",47608,"Mad Love",1.83333333333333
"178",2293,"Mallrats",2
"179",9070,"Mighty Morphin Power Rangers: The Movie",2
"180",68274,"Moonlight and Valentino",2.33333333333333
"181",48787,"Mute Witness",2.5
"182",34574,"Nadja",2.5
"183",1642,"The Net",2.5
"184",11472,"Nine Months",3.5
"185",36196,"Party Girl",3.5
"186",11980,"The Prophecy",1.66666666666667
"187",58372,"Reckless",2.16666666666667
"188",32646,"Safe",3
"189",10533,"The Scarlet Letter",1.16666666666667
"190",56088,"The Show",0
"191",10802,"Showgirls",3
"192",10149,"Smoke",3.25
"193",18402,"Something to Talk About",3.5
"194",9348,"Species",1.33333333333333
"195",139408,"The Stars Fell on Henrietta",3
"196",281,"Strange Days",3.125
"197",5967,"The Umbrellas of Cherbourg",1.75
"198",79593,"The Tie That Binds",5
"199",47939,"Three Wishes",1.5
"200",36834,"Total Eclipse",1.75
"201",9090,"To Wong Foo, Thanks for Everything! Julie Newmar",3.5
"202",3512,"Under Siege 2: Dark Territory",3.5
"203",52856,"Unstrung Heroes",2.83333333333333
"204",77350,"Unzipped",0
"205",9560,"A Walk in the Clouds",1.75
"206",9804,"Waterworld",3
"207",31611,"White Man's Burden",3
"208",65796,"Wild Bill",1
"209",49805,"The Browning Version",3
"210",26258,"Bushwhacked",2.8
"211",50797,"Burnt by the Sun",3
"212",19155,"Before the Rain",1.5
"213",76,"Before Sunrise",1.75
"214",11017,"Billy Madison",3.5
"215",37141,"The Babysitter",4
"216",9382,"Boys on the Side",3.25
"217",6715,"The Cure",2.5
"218",18256,"Castle Freak",2
"219",22625,"Circle of Friends",1.83333333333333
"220",2292,"Clerks",3.5
"221",1909,"Don Juan DeMarco",2.33333333333333
"222",8984,"Disclosure",2.2
"223",61813,"Dream Man",5
"224",4954,"Drop Zone",3.66666666666667
"225",62488,"Destiny Turns on the Radio",2
"226",10531,"Death and the Maiden",2.66666666666667
"227",11929,"Dolores Claiborne",1.83333333333333
"228",8467,"Dumb and Dumber",3.5
"229",10451,"Eat Drink Man Woman",2.33333333333333
"230",20156,"Exotica",1.5
"231",18395,"Exit to Eden",2.875
"232",522,"Ed Wood",2.16666666666667
"233",397,"French Kiss",2
"234",10525,"Forget Paris",2.33333333333333
"235",27985,"Far from Home: The Adventures of Yellow Dog",2.75
"236",15789,"A Goofy Movie",2.4
"237",27303,"Hideaway",4
"238",21183,"Fluke",1.66666666666667
"239",10954,"Farinelli",1.5
"240",47867,"Gordy",1.66666666666667
"241",43475,"Gumby: The Movie",1.5
"242",72031,"The Glass Shield",3.125
"243",14275,"Hoop Dreams",0
"244",1024,"Heavenly Creatures",1.5
"245",17207,"Houseguest",2.75
"246",13701,"Immortal Beloved",1.16666666666667
"247",14819,"Heavyweights",2.83333333333333
"248",32631,"The Hunted",3.5
"249",11777,"I.Q.",2.33333333333333
"250",628,"Interview with the Vampire",0.25
"251",87729,"Jefferson in Paris",1.75
"252",18713,"The Jerky Boys",3
"253",6280,"Junior",2
"254",9061,"Just Cause",2.5
"255",37108,"A Kid in King Arthur's Court",2.3
"256",6071,"Kiss of Death",3.125
"257",11,"Star Wars",2.66666666666667
"258",9587,"Little Women",1.75
"259",19101,"A Little Princess",1.66666666666667
"260",49980,"Ladybird Ladybird",3
"261",17961,"L'Enfer",2.75
"262",18183,"Like Water for Chocolate",1.75
"263",4476,"Legends of the Fall",1.875
"264",11008,"Major Payne",3.16666666666667
"265",47504,"Little Odessa",2.5
"266",32325,"Mi Vida Loca",2.75
"267",43742,"Love Affair",1.75
"268",28313,"Losing Isaiah",3
"269",11318,"The Madness of King George",2.16666666666667
"270",3036,"Mary Shelley's Frankenstein",1.375
"271",40490,"Man of the House",2.5
"272",24070,"Mixed Nuts",2.33333333333333
"273",8986,"Milk Money",2
"274",10510,"Miracle on 34th Street",1.66666666666667
"275",17402,"Miami Rhapsody",2
"276",38722,"My Family",3.25
"277",8438,"Murder in the First",2.75
"278",11593,"Nobody's Fool",3.25
"279",1945,"Nell",4
"280",39310,"New Jersey Drive",2.75
"281",109560,"New York Cop",3.125
"282",56428,"Beyond Bedlam",0
"283",63105,"Nemesis 2 - Nebula",3
"284",131957,"Nina Takes a Lover",1.75
"285",241,"Natural Born Killers",3.5
"286",9058,"Only You",2.33333333333333
"287",527,"Once Were Warriors",3
"288",18220,"Poison Ivy II: Lily",2.83333333333333
"289",6950,"Outbreak",3
"290",101,"Leon: The Professional",3.5
"291",63020,"The Perez Family",2.33333333333333
"292",2307,"A Pyromaniac's Love Story",2.33333333333333
"293",680,"Pulp Fiction",3.75
"294",41478,"Panther",3
"295",25296,"Pushing Hands",3.25
"296",40156,"Priest",1.75
"297",11450,"Quiz Show",1.5
"298",30304,"Picture Bride",1.5
"299",10452,"Queen Margot",1.5
"300",12106,"The Quick and the Dead",1
"301",161495,"Roommates",3.25
"302",3586,"Prêt-à-Porter",3.25
"303",110,"Three Colors: Red",1.16666666666667
"304",108,"Three Colors: Blue",1
"305",109,"Three Colors: White",2.16666666666667
"306",159185,"Red Firecracker, Green Firecracker",3
"307",36357,"Rent-a-Kid",1.83333333333333
"308",92769,"Relative Fear",1.5
"309",28033,"Stuart Saves His Family",3.25
"310",22586,"The Swan Princess",2
"311",14334,"The Secret of Roan Inish",1.66666666666667
"312",2636,"The Specialist",3.5
"313",2164,"Stargate",2.66666666666667
"314",11395,"The Santa Clause",2.125
"315",278,"The Shawshank Redemption",2.75
"316",9905,"Shallow Grave",3.75
"317",87078,"Suture",4
"318",12527,"Strawberry and Chocolate",3.25
"319",20306,"Swimming with Sharks",3
"320",36614,"The Sum of Us",2.33333333333333
"321",27993,"Senior Trip",3.5
"322",31439,"To Live",1.16666666666667
"323",9067,"Tank Girl",1.875
"324",9059,"Tales from the Crypt: Demon Knight",2.83333333333333
"325",193,"Star Trek: Generations",3.25
"326",25066,"Tales from the Hood",2.5
"327",46797,"Tom & Viv",1.75
"328",12122,"Village of the Damned",2.33333333333333
"329",11381,"Tommy Boy",3.5
"330",32636,"Vanya on 42nd Street",1.75
"331",36141,"The Underneath",3.75
"332",95963,"The Walking Dead",1.5
"333",1587,"What's Eating Gilbert Grape",1.75
"334",9271,"Virtuosity",2.875
"335",2064,"While You Were Sleeping",2.33333333333333
"336",19855,"The War",3
"337",60855,"Double Happiness",2
"338",236,"Muriel's Wedding",2.33333333333333
"339",48287,"The Baby-Sitters Club",2.83333333333333
"340",3049,"Ace Ventura: Pet Detective",1.75
"341",2759,"The Adventures of Priscilla, Queen of the Desert",3.25
"342",12635,"Backbeat",1.5
"343",10497,"Bitter Moon",2.83333333333333
"344",11382,"Bullets Over Broadway",3.5
"345",9331,"Clear and Present Danger",3.33333333333333
"346",10731,"The Client",2.625
"347",10464,"Corrina, Corrina",2.25
"348",34152,"Crooklyn",3.25
"349",9495,"The Crow",2.33333333333333
"350",29973,"Cobb",3
"351",888,"The Flintstones",1.83333333333333
"352",13,"Forrest Gump",2.33333333333333
"353",712,"Four Weddings and a Funeral",2.33333333333333
"354",16295,"Higher Learning",2
"355",48992,"I Like It Like That",2.33333333333333
"356",10879,"I Love Trouble",2
"357",10660,"It Could Happen to You",2.33333333333333
"358",10714,"The Jungle Book",3
"359",41647,"The Wonderful, Horrible Life of Leni Riefenstahl",0
"360",8587,"The Lion King",2.33333333333333
"361",1689,"Little Buddha",1.5
"362",11596,"New Nightmare",1.25
"363",854,"The Mask",1.625
"364",9359,"Maverick",2.5
"365",23333,"Mrs. Parker and the Vicious Circle",3
"366",36593,"The Naked Gun 33⅓: The Final Insult",3
"367",12280,"The Paper",3.25
"368",2788,"Reality Bites",3
"369",10427,"Red Rock West",3.5
"370",11011,"Ri¢hie Ri¢h",2.75
"371",49803,"Safe Passage",3
"372",8987,"The River Wild",3.375
"373",1637,"Speed",2.83333333333333
"374",15128,"Speechless",2
"375",8831,"Timecop",2.875
"376",36955,"True Lies",3.5
"377",10449,"When a Man Loves a Woman",1.75
"378",10395,"Wolf",0
"379",12160,"Wyatt Earp",1.66666666666667
"380",40480,"Bad Company",2.5
"381",52038,"A Man of No Importance",3.25
"382",29444,"S.F.W.",3.25
"383",26352,"A Low Down Dirty Shame",2.66666666666667
"384",39953,"Boys Life: Three Stories of Love, Lust, and Liberation",3
"385",41580,"Colonel Chabert",3
"386",315,"Faster, Pussycat! Kill! Kill!",2.25
"387",22067,"Jason's Lyric",2
"388",18242,"The Secret Adventures of Tom Thumb",2
"389",11667,"Street Fighter",3.66666666666667
"390",32502,"Coldblooded",2.75
"391",267188,"Desert Winds",0
"392",28732,"Fall Time",3.3
"393",75555,"The Fear",2.5
"394",42981,"Frank and Ollie",0
"395",278939,"Girl in the Cadillac",2.5
"396",291731,"Homage",4
"397",226229,"Mirage",3.5
"398",203119,"Open Season",3.5
"399",172923,"Dos Crímenes",0
"400",316098,"Brother Minister: The Assassination of Malcolm X",0
"401",8011,"Highlander: The Final Dimension",1.33333333333333
"402",171857,"Federal Hill",0
"403",2654,"In the Mouth of Madness",1.66666666666667
"404",18069,"8 Seconds",1.75
"405",19092,"Above the Rim",2.75
"406",2758,"Addams Family Values",1.83333333333333
"407",38129,"Martin Lawrence: You So Crazy",3.5
"408",10436,"The Age of Innocence",1.75
"409",13595,"Airheads",2
"410",46094,"The Air Up There",2.75
"411",9409,"Another Stakeout",2.75
"412",11853,"Bad Girls",2.5
"413",16771,"Barcelona",2.33333333333333
"414",46924,"Being Human",2.16666666666667
"415",11041,"The Beverly Hillbillies",3.5
"416",306,"Beverly Hills Cop III",2.66666666666667
"417",14522,"Black Beauty",2.75
"418",26203,"Blink",2.625
"419",178,"Blown Away",3.33333333333333
"420",19819,"Blue Chips",3
"421",57834,"Blue Sky",1.75
"422",4722,"Body Snatchers",2.33333333333333
"423",18215,"Boxing Helena",1.75
"424",1607,"A Bronx Tale",2.75
"425",26391,"Cabin Boy",3.5
"426",117553,"Calendar Girl",3.25
"427",6075,"Carlito's Way",3.125
"428",11310,"City Slickers II: The Legend of Curly's Gold",2.125
"429",18658,"Clean Slate",2.83333333333333
"430",9350,"Cliffhanger",3.66666666666667
"431",9612,"Coneheads",2.5
"432",2124,"Color of Night",2.125
"433",26261,"Cops & Robbersons",2.5
"434",19176,"The Cowboy Way",1.83333333333333
"435",49299,"Dangerous Game",3
"436",11566,"Dave",3.5
"437",9571,"Dazed and Confused",3.25
"438",9739,"Demolition Man",2.16666666666667
"439",24257,"The Endless Summer 2",0
"440",34444,"Even Cowgirls Get the Blues",1.75
"441",26141,"Fatal Instinct",3.5
"442",10997,"Farewell My Concubine",3
"443",50463,"The Favor",2.33333333333333
"444",10443,"Fearless",3
"445",20239,"Fear of a Black Hat",3.5
"446",16297,"With Honors",3.25
"447",18551,"Flesh and Bone",1.16666666666667
"448",25440,"Widows' Peak",1.8
"449",9024,"For Love or Money",2
"450",37233,"The Firm",2.66666666666667
"451",1634,"Free Willy",3
"452",13815,"Fresh",3.5
"453",5503,"The Fugitive",2.7
"454",35588,"Geronimo: An American Legend",1.25
"455",2087,"The Getaway",3.33333333333333
"456",41579,"Getting Even with Dad",2.66666666666667
"457",18620,"Go Fish",1.75
"458",41006,"A Good Man in Africa",3.25
"459",4916,"Guilty as Sin",4
"460",2019,"Hard Target",3.375
"461",31642,"Heaven & Earth",1.25
"462",9255,"Hot Shots! Part Deux",1.83333333333333
"463",26271,"Live Nude Girls",3.5
"464",10612,"The Englishman Who Went Up a Hill But Came Down a Mountain",2.33333333333333
"465",2259,"The House of the Spirits",1.75
"466",16097,"House Party 3",3.5
"467",11934,"The Hudsucker Proxy",3.25
"468",106143,"I'll Do Anything",3.25
"469",12475,"In the Army Now",3.5
"470",9386,"In the Line of Fire",2.5
"471",7984,"In the Name of the Father",3
"472",59930,"The Inkwell",2.33333333333333
"473",15765,"What's Love Got to Do with It",1.5
"474",31643,"Jimmy Hollywood",3.5
"475",6,"Judgment Night",3.16666666666667
"476",329,"Jurassic Park",3
"477",10909,"Kalifornia",3.75
"478",507,"Killing Zoe",3.125
"479",34024,"King of the Hill",3
"480",29918,"Lassie",2.75
"481",9593,"Last Action Hero",2.3
"482",42580,"Life With Mikey",2.75
"483",22317,"Lightning Jack",1.83333333333333
"484",1413,"M. Butterfly",1.75
"485",12121,"Made in America",3.5
"486",2246,"Malice",2.75
"487",10502,"The Man without a Face",3
"488",10440,"Manhattan Murder Mystery",1.75
"489",9516,"Menace II Society",2.5
"490",2320,"Executive Decision",3.5
"491",5879,"In the Realm of the Senses",1.75
"492",83718,"What Happened Was...",3
"493",11971,"Much Ado About Nothing",2.33333333333333
"494",2625,"Mr. Jones",1.75
"495",31911,"Mr. Wonderful",2
"496",788,"Mrs. Doubtfire",2.83333333333333
"497",21450,"Naked",3.25
"498",11231,"The Next Karate Kid",4
"499",41588,"The New Age",3.25
"500",10447,"No Escape",3
"501",31586,"North",2.1
"502",9300,"Orlando",1.16666666666667
"503",9559,"A Perfect World",3.5
"504",9800,"Philadelphia",3
"505",713,"The Piano",1.75
"506",8291,"Poetic Justice",1.75
"507",18133,"The Program",3
"508",25557,"The Puppet Masters",2.33333333333333
"509",22588,"Radioland Murders",1.58333333333333
"510",10872,"The Ref",3.5
"511",1245,"The Remains of the Day",1.75
"512",11858,"Renaissance Man",1.75
"513",7007,"Rising Sun",3.33333333333333
"514",10467,"The Road to Wellville",2
"515",5550,"RoboCop 3",3.1
"516",8005,"Robin Hood: Men in Tights",3.5
"517",2088,"Romeo Is Bleeding",3.125
"518",10412,"Romper Stomper",3.33333333333333
"519",47889,"Ruby in Paradise",1.75
"520",14534,"Rudy",3
"521",56583,"The Saint of Fort Washington",3
"522",41878,"Savage Nights",3
"523",424,"Schindler's List",1
"524",35233,"The Scout",3.25
"525",14291,"Searching for Bobby Fischer",3
"526",103413,"Second Best",3
"527",11236,"The Secret Garden",1.66666666666667
"528",11592,"Serial Mom",2.75
"529",8850,"The Shadow",2.6
"530",10445,"Shadowlands",1.75
"531",695,"Short Cuts",3.25
"532",43535,"A Simple Twist of Fate",2.5
"533",12519,"Sirens",3.25
"534",23210,"Six Degrees of Separation",2.16666666666667
"535",858,"Sleepless in Seattle",2.33333333333333
"536",867,"Sliver",4
"537",78,"Blade Runner",3.33333333333333
"538",13203,"Son in Law",2.33333333333333
"539",10442,"So I Married an Axe Murderer",2.16666666666667
"540",11074,"Striking Distance",2.375
"541",33367,"Harem",1.16666666666667
"542",9607,"Super Mario Bros.",2.375
"543",17585,"Surviving the Game",3.375
"544",9057,"Terminal Velocity",3.5
"545",20967,"Thirty Two Short Films About Glenn Gould",1.5
"546",10635,"Threesome",2.25
"547",9479,"The Nightmare Before Christmas",1.33333333333333
"548",10057,"The Three Musketeers",3.16666666666667
"549",11969,"Tombstone",1.8
"550",41590,"Trial by Jury",3.33333333333333
"551",319,"True Romance",2.5
"552",26408,"The War Room",0
"553",15139,"The Pagemaster",1.5
"554",161158,"Paris, France",3.25
"555",218473,"The Beans of Egypt, Maine",0
"556",85247,"Killer",2.83333333333333
"557",11446,"Welcome to the Dollhouse",3.25
"558",51980,"Germinal",1.75
"559",24405,"Chasers",2
"560",11655,"Cronos",2.66666666666667
"561",11800,"Naked in New York",2
"562",8223,"Kika",3.25
"563",14587,"Bhaji on the Beach",3.25
"564",31504,"Little Big League",2.75
"565",41653,"The Slingshot",3
"566",53185,"Wide Eyed and Legless",1.75
"567",95743,"Foreign Student",1.75
"568",23637,"Ciao, Professore!",1.75
"569",17600,"Spanking the Monkey",3.25
"570",10897,"The Little Rascals",2
"571",349394,"À la mode",3.5
"572",21352,"Andre",3
"573",68806,"The Escort",3.5
"574",37345,"Princess Caraboo",1.625
"575",32562,"The Celluloid Closet",0
"576",47507,"Café au Lait",1.75
"577",25403,"Dear Diary",3.25
"578",124304,"I Don't Want to Talk About It",1.75
"579",9066,"The Brady Bunch Movie",3.5
"580",771,"Home Alone",2.75
"581",251,"Ghost",1.7
"582",812,"Aladdin",2
"583",280,"Terminator 2: Judgment Day",3
"584",581,"Dances with Wolves",2.33333333333333
"585",80350,"Tough and Deadly",3.33333333333333
"586",268,"Batman",1
"587",274,"The Silence of the Lambs",3.5
"588",408,"Snow White and the Seven Dwarfs",1.33333333333333
"589",10020,"Beauty and the Beast",0.9
"590",10895,"Pinocchio",2
"591",114,"Pretty Woman",2
"592",41043,"Window to Paris",2.16666666666667
"593",576,"The Wild Bunch",2
"594",15477,"Love and a .45",3.75
"595",59146,"The Wooden Man's Bride",1.16666666666667
"596",124472,"A Great Day in Harlem",0
"597",30528,"Bye Bye Love",2
"598",7300,"One Fine Day",2
"599",10824,"Candyman: Farewell to the Flesh",0
"600",261246,"Century",1.75
"601",275,"Fargo",3.5
"602",25059,"Homeward Bound II: Lost in San Francisco",3.125
"603",11827,"Heavy Metal",2
"604",8766,"Hellraiser: Bloodline",2.33333333333333
"605",23570,"The Pallbearer",2
"606",47333,"Jane Eyre",1.75
"607",54850,"Loaded",2.66666666666667
"608",51242,"Bread and Chocolate",1.75
"609",10112,"The Aristocats",2.875
"610",4307,"The Flower of My Secret",1.75
"611",46029,"Two Much",2
"612",32308,"Ed",2.75
"613",88893,"Scream of Stone",2.33333333333333
"614",52873,"My Favorite Season",3
"615",123505,"A Modern Affair",0
"616",340210,"Condition Red",3.33333333333333
"617",44281,"Halfaouine: Boy of the Terraces",3.25
"618",28121,"A Thin Line Between Love and Hate",2.875
"619",12520,"The Last Supper",3.5
"620",1592,"Primal Fear",2.625
"621",166901,"Rude",0
"622",36447,"Carried Away",1.75
"623",19042,"All Dogs Go to Heaven 2",1.7
"624",38884,"Land and Freedom",0.875
"625",47449,"Denise Calls Up",3.5
"626",36259,"Theodore Rex",1.33333333333333
"627",41852,"A Family Thing",3.25
"628",40926,"Frisk",4
"629",9099,"Sgt. Bilko",2.75
"630",2021,"Jack & Sarah",2.33333333333333
"631",61752,"Girl 6",3.5
"632",10988,"Diabolique",2
"633",11479,"Little Indian, Big City",3.125
"634",398959,"Roula",1.75
"635",287305,"Peanuts – Die Bank zahlt alles",3.5
"636",339428,"Happy Weekend",3.5
"637",12652,"Nelly and Monsieur Arnaud",1.75
"638",10684,"Courage Under Fire",2
"639",954,"Mission: Impossible",3.66666666666667
"640",68445,"Cold Fever",3.25
"641",18989,"Moll Flanders",1.75
"642",10801,"The Superwife",3.5
"643",54285,"301, 302",1.66666666666667
"644",8840,"DragonHeart",0
"645",278978,"Und keiner weint mir nach",3
"646",124625,"My Mother's Courage",3
"647",11107,"Eddie",2.75
"648",16417,"Yankee Zulu",3.25
"649",70934,"Billy's Holiday",0
"650",10363,"Purple Noon",3.5
"651",161070,"August",2.33333333333333
"652",10539,"James and the Giant Peach",2.66666666666667
"653",10543,"Fear",2.83333333333333
"654",18414,"Kids in the Hall: Brain Candy",3.5
"655",47502,"Faithful",3
"656",11902,"Underground",2.16666666666667
"657",27098,"All Things Fair",1.16666666666667
"658",25087,"Bloodsport II",3.5
"659",5801,"Pather Panchali",3
"660",896,"The World of Apu",3
"661",3065,"Mystery Science Theater 3000: The Movie",2.75
"662",318177,"Tarantella",0
"663",2300,"Space Jam",2.1
"664",8069,"Barbarella",2
"665",288173,"Hostile Intentions",3.33333333333333
"666",187851,"They Bite",1.83333333333333
"667",27768,"Some Folks Call It a Sling Blade",4
"668",221917,"The Run of the Country",1.75
"669",8072,"Alphaville",1.66666666666667
"670",35797,"Coup de Torchon",3
"671",88030,"Tigrero: A Film That Was Never Made",0
"672",185191,"The Eye of Vichy",0
"673",83857,"Windows",2.66666666666667
"674",33245,"It's My Party",3
"675",124460,"Country Life",1.75
"676",27281,"Operation Dumbo Drop",2.875
"677",105045,"The Promise",1.75
"678",40001,"Mrs. Winterbourne",2.33333333333333
"679",29621,"Solo",3.25
"680",117730,"Under The Domim Tree",1.5
"681",20762,"The Substitute",3.5
"682",37144,"True Crime",2.5
"683",48260,"Butterfly Kiss",2.75
"684",12656,"Feeling Minnesota",3.375
"685",38867,"Delta of Venus",1.75
"686",277270,"To Cross the Rubicon",0
"687",25969,"Angus",2.25
"688",44103,"Priest Daens",1.5
"689",753,"Faces",3
"690",43634,"Boys",1.16666666666667
"691",9103,"The Quest",3
"692",90214,"Cosi",2
"693",29649,"Sunset Park",3
"694",10990,"Mulholland Falls",2.66666666666667
"695",8866,"The Truth About Cats & Dogs",2
"696",12233,"Oliver & Company",2.5
"697",23449,"Celtic Pride",3.5
"698",36355,"Flipper",3
"699",37667,"Captives",2.125
"700",90148,"Of Love and Shadows",3
"701",922,"Dead Man",1
"702",11876,"The Horseman on the Roof",1.875
"703",52633,"Switchblade Sisters",2.5
"704",62364,"Mouth to Mouth",1.75
"705",11687,"The Visitors",1.83333333333333
"706",9304,"Multiplicity",1.83333333333333
"707",73183,"The Haunted World of Edward D. Wood, Jr.",0
"708",131232,"Two Friends",1.5
"709",9100,"The Craft",2
"710",20759,"The Great White Hype",3.25
"711",46063,"Last Dance",4
